"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","name","antigen","antiserum","year","cluster","color"
3.3322195109021,2.31964314251598,1.64856281268701,2.70667923914154,2.77173715507094,2.9428343413539,2.98647717648177,1.70767085365785,4.81224488075312,3.04757227867317,"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944",TRUE,FALSE,1944,"DENV2","#1f78b4"
3.75642547913875,2.58019678936834,2.71714719252242,3.4053269732575,2.7336623449354,2.30217487381968,3.16654795433208,3.43170269976034,3.21774682255779,2.49955804123396,"DENV3/PUERTO_RICO/S228762/1963",FALSE,TRUE,1963,"DENV3","#33a02c"
3.9291389258397,2.03220429458846,2.9835272309409,4.06135175543212,2.35925544915006,2.1802647305138,2.93886686749856,3.53845384891821,3.74479922321291,2.70805978413887,"DENV3/PUERTO_RICO/S228762/1963",TRUE,FALSE,1963,"DENV3","#33a02c"
3.82848581309908,3.89098971230198,3.59470101592146,2.34126403128488,2.66809479757049,1.76159159140592,4.13947529418254,2.5287419955143,2.17636148543089,3.07630735415027,"DENV1/THAILAND/16007/1964",TRUE,FALSE,1964,"DENV1","#ff7f00"
3.22989484912402,2.60923340543878,2.51354414136319,2.69640266716993,3.19526540423252,2.89112563645899,3.60492319581162,3.41181013269332,3.06092355132468,2.80315506441898,"DENV2/SENEGAL/0674/1970",FALSE,TRUE,1970,"DENV2","#1f78b4"
3.58279685886663,2.71711470524523,2.37031975602109,3.11071868936176,3.05423102193647,2.61370747319801,3.24484455095205,3.67564450734987,3.14940522773141,2.24879541012364,"DENV2/SENEGAL/0674/1970",TRUE,FALSE,1970,"DENV2","#1f78b4"
3.61582534816154,1.93864231498891,2.7281917617533,3.61240540782656,1.42513925497686,3.55354144709212,3.14447850824032,2.47403766400553,2.66012189589142,2.86122659257181,"DENV4/INDONESIA/AC36/1973",FALSE,TRUE,1973,"DENV4","#e31a1c"
3.50234079273929,2.8457806284299,2.93628122519691,2.95817264279255,2.6134734454536,2.8657469566084,4.21392753714823,3.67448777921969,3.33128387783952,2.55274619937413,"DENV4/MALAYSIA/P731120/1973",FALSE,TRUE,1973,"DENV4","#e31a1c"
3.24043719404791,2.12042281906021,3.11549759666882,3.63778198407318,2.13777290586495,3.28173159453244,3.67234108750759,3.81481358656569,2.73510019886801,1.83762549793011,"DENV4/INDONESIA/AC36/1973",TRUE,FALSE,1973,"DENV4","#e31a1c"
3.12030723302154,2.13747799581574,2.71243984374404,3.6936861311558,2.19693530239158,2.78519018412647,4.93359328820904,3.78471726309018,3.17135869345488,2.39983345805345,"DENV4/MALAYSIA/P731120/1973",TRUE,FALSE,1973,"DENV4","#e31a1c"
2.13157541437937,3.88634370996891,4.22934188582105,-0.232766434057448,1.12679595665764,1.63537209526328,1.87277326464969,2.68749198374679,1.7587761609078,3.1776505815423,"DENV1/NAURU/WESTERNPACIFICDELTA30/1974",FALSE,TRUE,1974,"DENV1","#ff7f00"
1.32655093212287,3.74039978590387,2.57646902108981,-0.0171679257017477,2.27507660119912,3.01328378139565,2.1276462839373,3.70206576288307,2.93909157789051,4.44612927104706,"DENV2/TONGA/DELTA30/1974",FALSE,TRUE,1974,"DENV2","#1f78b4"
4.48905110221997,3.42331774092344,2.58618036403738,3.87439078377394,2.7113028840539,2.93295154418459,2.81864829325206,2.02722484434644,1.12186358475377,3.18068062770596,"DENV1/NAURU/WESTERNPACIFICDELTA30/1974",TRUE,FALSE,1974,"DENV1","#ff7f00"
3.6179733483862,3.11432158417386,2.41770134184509,2.61961697245566,3.08845943983167,2.85089826666612,3.72425081106793,3.07638924259427,4.24604915721143,0.958919292191514,"DENV2/INDIA/742295/1974",TRUE,FALSE,1974,"DENV2","#1f78b4"
3.01518663655045,2.83082454421788,2.09376816945363,2.50238882962402,2.91496769308723,3.53281860555839,3.70808704089834,3.51040681372064,3.53126764205122,1.95094141407169,"DENV2/TONGA/DELTA30/1974",TRUE,FALSE,1974,"DENV2","#1f78b4"
3.92116080270485,2.47497457378129,4.08582533385297,2.31894429123088,2.77032437930288,2.25513139967366,1.86658715416978,3.34564602117926,3.30737984617754,3.41440915748644,"DENV3/INDONESIA/SLEMANDELTA30/1978",FALSE,TRUE,1978,"DENV3","#33a02c"
2.82202703790422,3.17992926830109,3.91568631478507,2.84394489765017,2.04482136253793,2.45909813422301,3.64329889577135,4.39732334596097,3.9260736903878,4.48409189430485,"DENV3/INDONESIA/SLEMANDELTA30/1978",TRUE,FALSE,1978,"DENV3","#33a02c"
2.74609478667069,1.66320796878299,3.19449770608107,3.54691755364104,1.44325483890843,2.66635332025033,2.40149259768341,3.05996219852488,2.37067802518687,2.08817781935235,"DENV4/INDONESIA/S1228/1978",TRUE,FALSE,1978,"DENV4","#e31a1c"
3.12461301732446,1.27326507217676,3.81628679719491,1.6277243476665,1.20830155173192,3.10171796046195,1.92346707922899,3.90612145548409,1.07438273730714,2.22080991214646,"DENV4/DOMINICA/814669DELTA30/1981",FALSE,TRUE,1981,"DENV4","#e31a1c"
3.19889040995634,2.42703539531475,2.6521313091865,3.23205147914472,2.66110538767518,3.25244149245316,3.48098337302413,3.79636632877673,3.22118078485178,1.85012073243893,"DENV4/DOMINICA/814669DELTA30/1981",TRUE,FALSE,1981,"DENV4","#e31a1c"
3.02852038581625,2.20891693182016,3.11757515061946,3.45792181735368,2.10124044201917,3.20386515587078,3.95010983723766,3.84997993636953,2.48756547268685,2.03657055989204,"DENV4/THAILAND/D85052/1985",TRUE,FALSE,1985,"DENV4","#e31a1c"
4.80985571761937,3.03818240658436,3.65072292614779,2.64955907154145,2.41341754597559,2.29055988991196,3.01637570831983,3.41785366580066,4.17240900176809,4.17876723279409,"DENV3/FIJI/29472/1992",FALSE,TRUE,1992,"DENV3","#33a02c"
4.32298842460952,2.9976482360347,3.57424799740044,3.7662314850464,3.00095391613657,2.76604739440853,3.2198992833661,4.41948771036394,4.43407515624515,3.02720688372826,"DENV3/FIJI/29472/1992",TRUE,FALSE,1992,"DENV3","#33a02c"
3.7835510453603,3.55994456977855,2.08129177343236,0.992877909898249,3.06752981107927,3.3983883375175,1.27670506587431,2.61966190827507,3.95163389715449,3.88569563648319,"DENV2/PERU/IQT2913/1996",FALSE,TRUE,1996,"DENV2","#1f78b4"
3.36778732038609,2.93395857113249,2.06620452366049,2.65194350001228,2.92572197010435,3.68216748510921,3.54096689089022,2.51210647441948,3.55330302361679,2.14045109670414,"DENV2/PERU/IQT2913/1996",TRUE,FALSE,1996,"DENV2","#1f78b4"
4.04315812573773,1.85864405809907,2.95963289288948,3.97114168609563,2.48127950832522,3.48389808324235,3.83310553979712,4.15838452716183,3.30306082834641,1.93928686523679,"DENV4/PUERTO_RICO/347751/1998",TRUE,FALSE,1998,"DENV4","#e31a1c"
3.67851600528764,2.04309360441148,2.82755267334922,3.70422577538956,2.48319049497816,3.347494711585,3.2803443413158,3.75013654316679,3.06700923172815,2.13445172129461,"DENV4/NICARAGUA/703/1999",FALSE,TRUE,1999,"DENV4","#e31a1c"
2.81305729839583,2.28567735968948,3.06349969203059,3.38123425781914,2.31602077486227,2.40705724198767,1.80362788469047,3.04537267867754,2.69794651660479,1.69031047333094,"DENV4/PUERTO_RICO/BIDV2446/1999",FALSE,TRUE,1999,"DENV4","#e31a1c"
3.2599555778793,3.00713262263029,2.85340790192814,3.23363496106509,2.84309392041619,3.10526165640418,4.55649064479421,3.98472570325604,3.03917134844947,2.03450780567319,"DENV4/NICARAGUA/703/1999",TRUE,FALSE,1999,"DENV4","#e31a1c"
3.90346273562345,1.43325590083736,2.87453677127464,3.5447939920747,1.52418009075699,3.75457700206571,3.50596343363232,3.29061296795708,2.48994115818687,2.68552292168287,"DENV4/PUERTO_RICO/BIDV2446/1999",TRUE,FALSE,1999,"DENV4","#e31a1c"
3.73627727825738,4.08438136638027,2.84837862641281,2.87368184967659,2.82886109388472,2.6564011901278,2.53594184702018,1.70396643136305,0.271083068290672,3.88512322765578,"DENV1/PERU/IQT6152/2000",FALSE,TRUE,2000,"DENV1","#ff7f00"
3.7445968832751,3.5298182975698,3.26375960215299,2.59632302277917,2.65674041604112,2.39842351965988,4.1574759873776,2.97578073615815,2.81851617697203,2.86500701323867,"DENV1/VENEZUELA/OBT1298/2000",FALSE,TRUE,2000,"DENV1","#ff7f00"
4.20105495512597,3.99048387811299,3.11777749647281,2.85635831671547,2.95364991676388,1.95007134300901,3.74435291275394,2.85418776399934,2.28766139777977,3.23545417074774,"DENV1/PERU/IQT6152/2000",TRUE,FALSE,2000,"DENV1","#ff7f00"
2.95206507917031,4.68800791338986,3.14464138805086,4.14050523679645,2.04356635099558,2.4022603564463,3.69107058353555,2.69189419404426,1.51598304022014,2.85689154199986,"DENV1/VENEZUELA/OBT1298/2000",TRUE,FALSE,2000,"DENV1","#ff7f00"
3.4446084491154,2.77956884414391,2.59830091383024,2.74276795087551,2.69424706906958,3.41116429880434,4.14256358929547,3.78514636047954,3.91963233918623,1.89523036780097,"DENV2/GUYANA/08221/2000",TRUE,FALSE,2000,"DENV2","#1f78b4"
4.14527734621242,3.65622019710749,3.56450553676884,2.18774292686192,2.74140877057191,1.64956507065159,3.86314546875605,2.36976956937209,2.31289520283535,2.81054222562532,"DENV1/CAMBODIA/BIDV1991/2003",FALSE,TRUE,2003,"DENV1","#ff7f00"
3.66881971379991,2.99050951628919,-0.201768306673169,1.64745549650186,3.22995000423148,4.66659084858189,2.385337235235,2.2942348418154,3.30036178638846,3.73369462346661,"DENV2/VIETNAM/AC20/2003",FALSE,TRUE,2003,"DENV2","#1f78b4"
3.06414057807431,3.09885985331586,0.956835595018454,1.85910521609846,1.88981179993834,4.82822802316404,2.57269722047122,1.00548881823782,4.62357621561899,4.67912248381975,"DENV2/VIETNAM/AC21/2003",FALSE,TRUE,2003,"DENV2","#1f78b4"
3.39742169188961,2.90450902230701,2.18369341609331,2.78083908000417,3.24319145285077,1.57166210667741,4.00275890995004,2.06029688761445,1.50300374333973,3.25769103335883,"DENV1/CAMBODIA/BIDV1991/2003",TRUE,FALSE,2003,"DENV1","#ff7f00"
4.17634145171189,3.52866867854547,3.29323354562548,3.62672642284844,2.88659367023713,1.71777478071763,5.34050719039545,2.91078162528957,2.21116130790684,4.30378124257861,"DENV1/CAMBODIA/BIDV1995/2003",TRUE,FALSE,2003,"DENV1","#ff7f00"
3.03896972355111,2.6183817156972,2.18394623426632,1.78678038061654,3.59792562582134,3.20784659775366,3.72906958635063,2.050235138154,4.39072800262338,2.29936930405118,"DENV2/VIETNAM/AC20/2003",TRUE,FALSE,2003,"DENV2","#1f78b4"
3.39518054536744,3.3953599765792,1.84561814432296,2.37810411368437,2.80492976179005,3.66330823775602,3.20925985883165,3.05615898753463,3.44655921673403,3.04939856209911,"DENV2/VIETNAM/AC21/2003",TRUE,FALSE,2003,"DENV2","#1f78b4"
4.64560267767397,4.69353467849712,2.47883287589797,2.04207123860611,4.44215461747712,3.71290170322274,2.97148023197808,2.93470188261902,5.45267505327369,2.03049020091748,"DENV2/BRAZIL/BR161/2004",TRUE,FALSE,2004,"DENV2","#1f78b4"
3.71625082035625,3.98072618613682,3.54828521426216,1.75079500023783,2.73029728273904,0.608600726119621,4.73686889546332,1.71293560377991,1.23756481107553,3.39333048622273,"DENV1/MYANMAR/61117/2005",FALSE,TRUE,2005,"DENV1","#ff7f00"
3.83856911392815,3.63678355810104,0.969630407146336,2.76929014254699,2.3433640580624,4.13261262175689,2.53405112567668,2.13293747749969,3.47148277777053,4.75127814048706,"DENV2/NICARAGUA/BIDV533/2005",FALSE,TRUE,2005,"DENV2","#1f78b4"
3.66248847662052,3.80305525098902,3.36379361132651,2.38599129515193,2.7122047375621,1.75189107933892,4.26924806241282,2.56596441204475,2.12181750660912,3.16324259877776,"DENV1/MYANMAR/61117/2005",TRUE,FALSE,2005,"DENV1","#ff7f00"
3.57489021414383,2.50568200189634,1.93785001753169,2.03165081582441,3.71921576648099,3.38197170624384,3.99468250313637,3.37978170333344,4.20317507786731,2.31838913730689,"DENV2/NICARAGUA/BIDV533/2005",TRUE,FALSE,2005,"DENV2","#1f78b4"
4.31741515306024,5.06600065578419,3.80395057466445,1.87791084631284,2.48352488453641,1.43799085111084,4.09284570983576,1.8047762902056,2.15831101571478,3.70851385502421,"DENV1/PUERTO_RICO/BIDV852/2006",FALSE,TRUE,2006,"DENV1","#ff7f00"
3.41186248625624,3.85772090347721,0.650029335863404,1.90452388073969,3.10406236273685,4.19143836437242,2.14850066987999,2.55574650739356,2.60937330280139,2.94913948259176,"DENV2/NICARAGUA/BIDV571/2006",FALSE,TRUE,2006,"DENV2","#1f78b4"
3.74154501157723,4.41653206436136,1.1183417714397,1.24702124245629,3.87814689915849,4.38298047569437,2.56286649398891,1.79568884054448,4.83605311685448,2.37865715882499,"DENV2/VIETNAM/BIDV735/2006",FALSE,TRUE,2006,"DENV2","#1f78b4"
4.45765194204395,2.29598636813475,4.1382768936119,2.94556914988691,2.84972300888593,2.60261612622822,3.97021239263502,4.53628533085932,3.91352854484161,3.57646634814825,"DENV3/PUERTO_RICO/429965/2006",FALSE,TRUE,2006,"DENV3","#33a02c"
4.56771961532987,2.46605973732075,4.15973128364374,3.61282967434993,1.87566810452518,2.13773697517085,3.03305155530934,3.26559223872106,4.49364530519444,3.9195736773521,"DENV3/VIETNAM/BIDV1329/2006",FALSE,TRUE,2006,"DENV3","#33a02c"
3.55409187401752,3.2568563397874,3.40141479407647,2.90024575090774,2.52086952305333,1.95821074910002,5.03080654966316,3.33972001789022,2.67437878051092,2.78383831097103,"DENV1/PUERTO_RICO/BIDV852/2006",TRUE,FALSE,2006,"DENV1","#ff7f00"
3.26538316193618,3.51256276149573,2.99120204092516,2.22384294133983,3.4233512381384,4.94441816046886,3.38154530438226,4.23047832971385,3.99566612349044,2.67555951848004,"DENV2/NICARAGUA/BIDV571/2006",TRUE,FALSE,2006,"DENV2","#1f78b4"
3.82019589003705,3.08647459618764,2.10175654010651,2.68917074620705,2.14840901050702,3.70106390373443,2.88421034841603,2.02062524325135,3.89648533496367,3.8530734097855,"DENV2/VIETNAM/BIDV735/2006",TRUE,FALSE,2006,"DENV2","#1f78b4"
4.14802648909326,2.4794160811436,3.80574014670282,3.41193434560991,2.52738809976057,2.60636254298057,3.8623263656888,4.18991644820024,4.06883416885217,3.48801324047427,"DENV3/PUERTO_RICO/429965/2006",TRUE,FALSE,2006,"DENV3","#33a02c"
4.12959948218084,2.49473835383377,3.83583644255098,3.35205697640636,2.23041965728389,2.60707361156415,3.12539153325956,3.91432016238725,4.44924011873005,3.25017809329061,"DENV3/VIETNAM/BIDV1329/2006",TRUE,FALSE,2006,"DENV3","#33a02c"
4.62212809514938,2.41430584048114,3.84727156646115,3.56030047584725,2.36008883165108,2.05084703056333,3.13438559474701,3.67352172061369,4.36475556633146,4.08360888135823,"DENV3/VIETNAM/BIDV1817/2007",FALSE,TRUE,2007,"DENV3","#33a02c"
4.89064055689562,4.28255024943583,3.30528570546106,2.21276301348788,4.08812651281354,4.11970307960682,3.16884472026893,3.36399445203243,5.42875863714039,2.40535026556113,"DENV2/CAMBODIA/BIDV4265/2007",TRUE,FALSE,2007,"DENV2","#1f78b4"
4.06153382373591,2.3738763552513,3.7523617078229,3.33649531242792,2.57538037796505,2.60668025273419,3.87936813493069,4.17292461240088,3.9243705787317,3.11811002570017,"DENV3/VIETNAM/BIDV1817/2007",TRUE,FALSE,2007,"DENV3","#33a02c"
3.68554247345024,4.64476451603742,3.53463798741033,2.4265526722295,2.97214013652553,1.32099740487253,4.55100485112382,2.11874762005444,1.3128448647388,3.67880637906914,"DENV1/VIETNAM/BIDV1937/2008",FALSE,TRUE,2008,"DENV1","#ff7f00"
2.86121337236737,3.96633783510828,0.777587842308926,2.66842004650897,2.99296479482705,3.79834841800271,2.51652026918744,3.10720123826541,3.89188322507378,4.14187969140914,"DENV2/MALAYSIA/DKD811/2008",FALSE,TRUE,2008,"DENV2","#1f78b4"
3.81845526342161,2.80310483251551,3.3063190845853,3.05526471728006,2.71955408385679,2.89622348432486,3.62353474126721,3.95163273139823,3.99291671957239,3.05976482812762,"DENV3/MYANMAR/80931/2008",FALSE,TRUE,2008,"DENV3","#33a02c"
3.60466914979165,2.2452985981997,2.92986240253681,3.61470594545986,1.97305253768863,3.28619892792544,3.56242826592666,3.24367664900778,3.01290976962503,2.51755737436697,"DENV4/MYANMAR/81087/2008",FALSE,TRUE,2008,"DENV4","#e31a1c"
3.82078078341981,4.41745857727914,3.87382172037119,3.4037387305933,3.26231585124901,2.27296481691733,4.0502497936573,3.13273258660939,1.2584400943699,4.21848286015489,"DENV1/VIETNAM/BIDV1937/2008",TRUE,FALSE,2008,"DENV1","#ff7f00"
3.77017000645032,4.08298612776797,3.32269058216781,2.02693855790426,3.61665677378124,3.34861660263195,3.41172000846741,3.62958024782286,4.70767865143124,2.53212305228587,"DENV2/CAMBODIA/BIDV3924/2008",TRUE,FALSE,2008,"DENV2","#1f78b4"
3.19607452431787,3.46365119465603,3.01612735890861,2.1643533094056,2.20787335844867,4.70364757761904,3.61026010983517,2.43983780748885,4.58001338846854,3.22631647863291,"DENV2/MALAYSIA/DKD811/2008",TRUE,FALSE,2008,"DENV2","#1f78b4"
4.1739922054782,3.01125826549946,4.13297234140779,3.19232968126412,2.83403200940624,2.99404571583908,3.1171173012316,4.57534057648282,4.58426184919672,3.56610370176947,"DENV3/MYANMAR/80931/2008",TRUE,FALSE,2008,"DENV3","#33a02c"
2.8347992711973,3.11627290420042,2.86266538846237,3.33715916552018,2.76560728985028,3.75054368935804,3.74856947239695,4.06956882671727,3.40949734079258,1.85811529285662,"DENV4/MYANMAR/81087/2008",TRUE,FALSE,2008,"DENV4","#e31a1c"
3.55932746228406,3.47558195759728,2.00924336148944,2.56210942644601,2.8550219240142,3.20858828247577,3.17508126900434,3.23687759196444,3.10072083125388,2.66690937355348,"DENV2/CAMBODIA/D2T0601085/2009",FALSE,TRUE,2009,"DENV2","#1f78b4"
3.82324455099578,2.58717855599308,3.1945134491728,3.27735709719143,2.43142721939588,2.88602420662913,4.09408715688256,3.45967554886154,3.53217047342334,3.57506927769628,"DENV3/NICARAGUA/BIDV4753/2009",FALSE,TRUE,2009,"DENV3","#33a02c"
4.2188957673017,3.6386824005881,3.339262919528,3.24752371188616,3.23973351216876,4.06183364983717,3.79504762141468,3.99458930605504,3.26572352619323,2.05330551096029,"DENV2/CAMBODIA/D2T0601085/2009",TRUE,FALSE,2009,"DENV2","#1f78b4"
4.29622652483918,2.11111057130671,4.2535471051441,3.02607004463178,2.73803876846923,2.71342254648263,3.90403313324641,4.79568888161634,4.0927823458742,3.60567741880997,"DENV3/NICARAGUA/BIDV4753/2009",TRUE,FALSE,2009,"DENV3","#33a02c"
3.84061531223845,3.84201193172962,3.54412079178083,2.59128195477189,2.81451028961677,2.29129755998325,4.04538771579107,2.74484025382142,2.23741782463355,3.03375673385925,"DENV1/BOLIVIA/FSB3363/2010",FALSE,TRUE,2010,"DENV1","#ff7f00"
3.2416882035184,2.64295497564329,2.97933213519211,3.05024053349866,2.44075324151324,3.13465442267171,4.12586367268972,3.75372380873857,2.89350301271332,2.24333718746266,"DENV4/CAMBODIA/NA/2010",FALSE,TRUE,2010,"DENV4","#e31a1c"
3.1484776014773,3.32370481791446,3.26694254156043,2.9171158219143,3.42838209725773,2.88641453944669,4.34566472580881,3.31782780229025,1.45688961095693,4.69837036236698,"DENV1/BOLIVIA/FSB3363/2010",TRUE,FALSE,2010,"DENV1","#ff7f00"
3.1399526353493,2.29040797855788,2.8964953496023,3.18205385857249,2.61260434521927,3.45165531259908,4.37577534356002,4.35712472560853,3.033565977637,1.68268934488126,"DENV4/CAMBODIA/NA/2010",TRUE,FALSE,2010,"DENV4","#e31a1c"
3.83991341492951,3.15332379437294,4.13357594022418,3.36287046197954,2.65772254325844,2.93355716861929,3.31597943008742,4.26685916235746,4.1500314883177,3.6909031930445,"DENV3/CAMBODIA/AC23/2011",FALSE,TRUE,2011,"DENV3","#33a02c"
3.31429784080312,2.55797960271021,2.80798828561769,3.19959785531439,2.5503159513512,3.24209708770449,3.83911997486522,3.84672996577764,3.35096654031919,2.1309569562558,"DENV4/CAMBODIA/AC33/2011",FALSE,TRUE,2011,"DENV4","#e31a1c"
3.42637517269274,3.35013349675632,4.34369870417063,3.83129612628602,2.59873416492935,3.64997108079302,3.60828021701932,4.14990647852469,4.03261145080634,3.19991864106301,"DENV3/CAMBODIA/AC23/2011",TRUE,FALSE,2011,"DENV3","#33a02c"
3.05862082947078,2.5046203325926,3.02612562377525,3.13015274195637,2.48706975187625,3.20618445980871,4.65933760898592,4.5492768560064,3.39479852947278,2.2382797105244,"DENV4/CAMBODIA/AC33/2011",TRUE,FALSE,2011,"DENV4","#e31a1c"
3.51592286727373,3.20447956328626,3.35252593970195,4.76988493572453,2.48281448896395,3.33826068879621,4.018456868654,3.38756737143918,2.12918766047197,2.18690332305575,"DENV4/BRAZIL/NA/2012",FALSE,TRUE,2012,"DENV4","#e31a1c"
3.80249977275015,1.73202675546719,2.98033880839008,4.02477885449596,1.45927301062024,3.32688466840387,3.43639352562935,2.79399413826893,2.69291917820502,2.62110222364014,"DENV4/BRAZIL/NA/2012",TRUE,FALSE,2012,"DENV4","#e31a1c"
