"","V1","V2"
"S/1.00E+09",2.55873457142782,2.36199891392705
"S/10-1074",2.08873452481918,2.20939875501026
"S/10-1074-LS",2.45727417816784,3.06463477761565
"S/10E8v4",3.35318946013936,3.76334621140441
"S/17b",-2.19721266326798,-2.06262083969129
"S/1F7",-1.76435930936315,-1.85725514212788
"S/2F5",0.356504976489344,-1.09250194726664
"S/2G12",0.905064469310298,-1.32239927148421
"S/35O22",-0.612703129035178,0.630451611028263
"S/3BNC117",3.40858382874348,2.29618754031639
"S/3BNC117-LS",4.30698242742176,2.99245077568602
"S/4.00E+10",0.483352444569829,2.20515571799482
"S/447-52D",-1.24814485987983,-1.74477755170778
"S/561_01_18",3.98757084252115,3.16806440058668
"S/b12",-0.214270951966455,0.0171811068940935
"S/b6",-2.21391979939279,-2.38145251543509
"S/CH01",-0.723202553655453,0.451582390017558
"S/CH01+VRC-CH31",3.03430232565672,1.21146117074135
"S/CH103",2.75473559091207,-0.99636212929142
"S/CH235",-1.7822770313967,-0.912833300107031
"S/CH235.12",1.87888271469217,1.66531657454554
"S/DH270.4",2.49612302009269,1.83196551553797
"S/DH511.2",2.72787207910416,2.24802475454828
"S/F105",-2.02327829403961,-1.71959109124441
"S/F425 B4e8",0.742622643178258,0.411212391890793
"S/HJ16",1.2977210053556,-1.53967983530451
"S/N6",2.76826291688818,2.85784001778534
"S/N6-LS",2.87966524074737,2.13112940464644
"S/NIH45-46",2.67440547265264,1.55726448910011
"S/PG16",0.833402626879719,3.15485282999401
"S/PG9",1.23894223937958,3.26837483514737
"S/PGDM1400",0.938582732552612,3.35690012155829
"S/PGT121",2.21854290068938,1.69471750897452
"S/PGT121.414.LS",2.20098507893483,2.98182375189336
"S/PGT126",3.43146163292766,2.25177873916663
"S/PGT128",1.40738331350329,2.02209754979271
"S/PGT145",0.717878650289241,2.77282848350059
"S/PGT151",2.83112354542699,1.35020702430493
"S/sCD4",0.171278538397142,3.42879474648471
"S/VRC-CH31",2.53570009985858,1.23314645228526
"S/VRC-PG04",3.78765607874406,1.23224387856573
"S/VRC01",2.84034905649133,1.92536689869327
"S/VRC03",-0.419076449658513,1.06873013566732
"S/VRC07",3.05045024007699,2.7147642745647
"S/VRC07-523-LS",3.18292352810195,2.7764843462641
"S/VRC13",3.08578220587328,1.71510413059708
"S/VRC26.08",0.899127434166447,4.54202169343687
"S/VRC26.25",1.04973516227789,3.94641555092203
"S/VRC26.25-LS",-0.256047181122215,-0.473911766105046
"S/VRC34.01",0.049086090091654,2.63454123391372
"S/X5",-2.01697323895455,-1.6380290443424
"V/0013095_2_11",2.49902411353898,3.72295544977178
"V/001428_2_42",2.56609828157542,2.86728764015073
"V/0077_V1_C16",2.89725705567278,3.32494007039794
"V/00836_2_5",4.59852730689181,3.56548341131962
"V/036_BT_SGA4",2.97194622206279,1.9316506216305
"V/079_LN_SGA3",4.15097441266704,1.01284477910018
"V/079_LN_SGA9",3.08714440205049,1.44451613265472
"V/079_PBMC_SGA12",1.84517309244798,2.42667553760074
"V/079_PBMC_SGA17",4.18211094360967,1.78202778473458
"V/079_PBMC_SGA7",4.43807271320263,1.67092399500492
"V/0921_V2_C14",2.91832817985386,3.69313513390475
"V/093_AT_SGA1",1.67823496493093,2.45966149416428
"V/093_BT_SGA13",2.42028839153787,0.99953915711604
"V/093_BT_SGA3",1.44479361179721,2.35740003954832
"V/100002I_2_1",3.38044526045723,1.91848938946503
"V/100014I_2_20",2.30441960076932,0.999961876020639
"V/100046I_3_2",1.40821539832406,1.48325449542378
"V/100052I_2_15",1.60672771773904,0.56275904490972
"V/100155I_21",2.27913395513558,1.23290405429901
"V/100307I_2_26",2.08417376357297,1.3902181040396
"V/100307I_2_7",2.23488865470013,1.28246544592923
"V/100383I_3_5",3.10697220420721,0.997290870012043
"V/100504I_20",3.45382550760414,1.0332029040293
"V/1006_11_C3_1601",2.52018034128566,0.672760499380991
"V/100890I_2_1",3.01985989500449,1.05183053427848
"V/100890I_2_4",3.18019129911302,0.817217280785652
"V/100997I_2_18",3.09737608614129,-0.0129171531063938
"V/100997I_2_2",4.15069794356826,0.474011236453735
"V/1012_11_TC21_3257",1.99949549102653,2.40171583853364
"V/101421I_2_11",2.98645589637932,1.03872828136694
"V/101421I_2_23",2.89468409690915,1.05099796934613
"V/101984I_10",3.11928690472176,1.92884153944363
"V/101984I_21",3.88592868560785,1.7192352180463
"V/102_AT_SGA1",1.8420203665835,2.61410689657162
"V/102_BT_SGA3",4.76695011658261,2.3060775190145
"V/102149I_2_23",1.90360571672189,2.2454642566618
"V/102407I_2_1",1.66693118396244,0.600207143595091
"V/102605I_33",3.27868865958065,0.402383895711366
"V/1054_07_TC4_1499",3.90309277156783,1.50698506132591
"V/1056_10_TA11_1826",1.47210948174646,1.52999119246462
"V/1170887_08",2.87852144453796,3.8761945302009
"V/1394_C9G1",1.87854008411803,3.07260925040967
"V/16055_2_3",2.87638002283135,2.23435182599332
"V/16055_2_3_DELGLY3_197",2.87581441563054,3.53280159645113
"V/16055_2_3_DELGLY3_276",2.82767649794437,1.42109365603271
"V/16055_2_3_DELGLY3_463",3.13578999321025,2.61672150251863
"V/16055_2_3_DELGLY4",3.11278468361943,2.41504465598405
"V/16845_2_22",3.18574533261057,4.22657646042973
"V/16936_2_21",3.09859641992092,2.14596952914047
"V/186_AT_SGA1",3.42182910628443,2.52043137428039
"V/186_AT_SGA5",2.84659213106659,0.741286596624965
"V/186_BT_SGA1",4.45328969303577,2.25004784354198
"V/19707346_E8_C6",2.29658257232934,4.00656395135267
"V/20286961_C1_H8",2.09839427865229,3.10526762916568
"V/20883229_C9_H6",3.56626954618854,3.15105327437969
"V/20915593",2.0348249030725,4.45444601773524
"V/20927783",2.22584975946511,4.31300471830321
"V/20965238",4.34302430395816,2.67237617893468
"V/21197826_V1",5.50899714238938,3.47786331957723
"V/21283649",4.29594689131504,2.29309442216546
"V/21492713_B11_E3",3.94021885952916,1.75607441809639
"V/21502011_F12_E2",4.46120730856512,2.30380575992803
"V/21561324_D3_B5",1.91549252657693,3.67407395427179
"V/234_F1_16_57",1.61095653920589,3.90565274819115
"V/249M_B10",3.1525487181779,3.35589319492554
"V/25710_2_43",2.18668572640424,2.89657426692484
"V/25711_2_4",2.32489479258995,2.7218785213167
"V/25925_2_22",2.17779197349464,2.73494058037494
"V/26191_2_48",2.14570561976576,2.82908488065074
"V/288_38",2.43604248729112,2.40721231805243
"V/2969249",5.50221580353305,3.70284763964299
"V/304_F2_1_11",3.4819455653448,3.54531589461669
"V/3168_V4_C10",3.12179930413561,3.08494446101563
"V/318_TF_SGA2",2.41442366324708,2.11776714761155
"V/329_14_B1",1.585727413315,2.46562503978226
"V/329_14_B4",1.48963492225413,2.16170014411173
"V/329_15_A1",2.65623023496003,3.87518900041963
"V/329_15_B1",2.48631129113781,3.46170704812834
"V/329_16_C1",3.44625009414134,3.67959878026019
"V/329_16_D5",3.41938597069128,3.98271818398034
"V/330_14_A12",1.39305450032552,3.02572522720146
"V/330_14_A20",1.74926005775276,3.58952996951359
"V/330_15_C36",2.40519553079477,4.2318129826706
"V/330_15_D36",2.41334299841736,4.27087489533543
"V/330_15_E36",1.97196377205672,4.56254165601998
"V/330_16_A2",3.44844992580486,4.18456537824765
"V/330_16_D4",3.55202797660165,4.15469949006401
"V/330_16_E6",1.52722653877392,2.86497315093066
"V/330_16_H2",3.11093006185543,4.23149917314916
"V/3301_V1_C24",2.64139065220988,3.28328921379826
"V/346_F4_D2_12",2.75701516167199,1.05378768465612
"V/3637_V5_C3",5.48678072550471,4.46431415149812
"V/3873_V1_C24",3.12509563358355,3.08898235707564
"V/3988_25",1.57095708990379,1.88517139871109
"V/45_01DG5",1.67866545517901,1.94167440221426
"V/451_AT_SGA5",4.46966698307972,1.99242523734889
"V/451_TF_SGA2",2.24315589889171,2.52038722449902
"V/541_F1_A7_2",2.50662785887093,3.90644258634924
"V/556_F2_3_25",4.08836605140921,2.32217626152667
"V/569_F1_37_10",4.689307596668,2.48339694527789
"V/5768_4",1.43928559966504,1.40885439724088
"V/6022_V7_C24",3.19755740253468,3.51317401898546
"V/6146_V7_C23",1.91057971837198,3.99124721019194
"V/62357_14_D3_4589",3.99875342482601,1.66489357146965
"V/6240_08_TA5_4622",3.4094309352759,0.432393507854977
"V/6322_V4_C1",2.03420169506607,5.85435551779018
"V/6471_V1_C16",3.55130393916213,6.34226857967925
"V/651_AT_SGA5",2.87010860573793,2.63469168347489
"V/651_AT_SGA8",2.7260962941162,2.66551020401603
"V/651_LN_C40",2.25125799744441,2.47854438438175
"V/651_LN_C43",2.20306002236029,2.60448622092851
"V/6535_3",1.68438179612032,1.0442526586999
"V/6631_V3_C10",4.54322899499423,4.93368296164067
"V/6644_V2_C33",2.9121998729955,2.25892780303042
"V/6785_V5_C14",2.28191241156669,3.14950663079787
"V/6838_V1_C35",2.72597516163767,3.36205472279687
"V/700010040_C9_4520",3.4231366790635,1.23785540583131
"V/703010054_2A2",2.28039692259211,4.91452359079102
"V/703010131_1E2",0.900214665102457,4.63335430190657
"V/703010200_1E5",4.01237000365544,0.814666405430355
"V/703010217_B6",1.52557921595994,3.0456472912784
"V/704010042_2E5",1.39107519974291,4.14961103883658
"V/704809221_1B3",1.46058562881445,2.98629538578851
"V/704810053_2B7",0.865694587009974,4.22280565589316
"V/705010185_TF",1.47892967518648,5.10484279810616
"V/722_G4_16",2.66063940592557,3.69030083320267
"V/92BR020",4.07118756416175,2.03723376368176
"V/92BR025_9",2.37392876073692,2.22178141091901
"V/92US715",1.5675451362924,1.25705398004358
"V/93IN905",3.41064919681926,2.75307877344528
"V/93MW959",1.88276976649488,3.50430197712447
"V/93TH305",2.69142741380128,0.775364924623676
"V/97ZA009",2.44385240123805,3.17389714066501
"V/98_F4_H5_13",4.26164263217201,4.9608896139782
"V/AC10_29",1.49788650599214,2.7560806203823
"V/ADA",0.742417567082895,1.23499371127608
"V/AIIMS731_73105B",1.95957306548737,3.7691120713937
"V/AIIMS731_73105C",1.98817972971403,3.62989285189762
"V/AIIMS731_73105D",1.88922102174233,3.65524979255816
"V/AIIMS731_73105E",1.84231567260613,3.73128061170588
"V/AIIMS731_73105H",3.31832346112958,3.48448205417438
"V/AIIMS731_73106F",3.33699359022361,3.72731298013743
"V/AMC009_1B5",3.96191807043694,1.46211989975967
"V/APV_13",2.86144850540564,1.13803787732788
"V/APV_17",4.32229613095519,1.12649698840303
"V/B004_ENV02",5.72503764105646,3.05879730879232
"V/B005_ENV03",3.40700157600052,0.137184784122536
"V/B005018_8_F6_3",2.67538439816065,3.55640914347892
"V/B006_ENV02",3.8374284150634,2.49360569100523
"V/B006_ENV10",3.87049310911835,2.72638072581282
"V/B012_ENV02",3.34031960046246,0.925435803112575
"V/B013_ENV02",2.73006533109501,4.12912325982603
"V/B016_ENV01",2.53912085556023,3.02720447220564
"V/B016_ENV02",4.263375579781,1.6748953245619
"V/B023_ENV09",1.94831024164484,3.44743255658285
"V/B024_ENV01",2.60340810516039,3.28885954338637
"V/B025_ENV04",4.32216995244937,1.8103182818021
"V/B41_9032_08_A1",0.979717387771373,2.27888530231754
"V/BF1266_431A",1.60217406042963,3.18489299011401
"V/BF329",2.42910705905041,3.46569827078803
"V/BF591",2.81247777043991,2.29325121453087
"V/BF703",2.38056378016191,2.4944730457412
"V/CA146_H3_3",3.2417075155212,3.33926711207336
"V/CA240_A5_5",4.00601349975173,2.01690569034652
"V/CA392_H2_6",2.17159631903162,2.94280016254673
"V/CAAN5342",3.94718261424163,1.95923598812112
"V/CAP136_1_16_E6_1",4.11190420139164,2.09149415954058
"V/CAP177_1A3",2.25466573211118,3.58087549828252
"V/CAP210_E8",1.49296207613017,5.3273326320525
"V/CAP244_D3",4.1798124685013,3.05138897296754
"V/CAP256_SU",2.15373335043257,3.23728268965365
"V/CAP266_2_00_E9_H6",0.882286149163038,4.48442102498674
"V/CAP290_2_00_23_6",1.79043572230894,4.38070202222642
"V/CAP307_2_00_24_1",2.69762830103074,2.87224576925373
"V/CAP363_2_00_10_3",2.91552477604438,3.10561531197513
"V/CAP45_G3",1.38081395079852,3.55452987229259
"V/CAP69_1_12_TA7_1",1.49413615177574,3.89503695223731
"V/CE0393_C3",3.13493259901429,3.64351080875236
"V/CE1086_B2",3.63172844038411,2.89211346671482
"V/CE1172_H1",0.586286215404425,2.62716777009712
"V/CE1176_A3",2.62847282636788,3.24522603786322
"V/CE2010_F5",4.87677949338435,1.47497448862222
"V/CE2052_G10",2.45194129461455,3.69182349138776
"V/CE2060_G9",2.15631749238916,3.91679723422016
"V/CH505_TF",2.92915366927506,3.20751589616219
"V/CH505_TF_DELGLY3_197",3.10712939270793,2.59780144583071
"V/CH505_TF_DELGLY3_276",3.16586200918581,2.14518361667959
"V/CH505_TF_DELGLY3_461",2.41394747674707,3.24933183332666
"V/CH505_TF_DELGLY4",3.07476778204297,2.11319624867151
"V/CH505_TF_G458Y",-0.0565543889784398,3.30937887760902
"V/CH505_TF_N279K",-0.235051658241606,3.72577483948948
"V/CH505_TF_N279K_G458Y",-0.236580187040128,3.12168747360698
"V/CH505_TF_N279K_N280D_G458Y",-0.177625972725767,3.15974516626767
"V/CH505_W4_3",2.03393265970948,3.20052161340684
"V/CNE10",2.86168242711749,1.3989768226316
"V/CNE12",3.71046740384903,1.6754195043593
"V/CNE14",3.60451313599329,1.57462133134789
"V/CNE17",1.55763037748321,3.76218759007845
"V/CNE4",3.80676024494045,1.56202684101973
"V/CNE57",3.77202531182463,1.70397046031896
"V/CNE58",2.25016698783484,3.39995402859114
"V/CT072_56_7",1.85338965261818,3.29902110952863
"V/CT140_140_B6",1.93543930784008,3.97881327621194
"V/CT565_C7_48",1.16608436147616,4.4136466994165
"V/CT966_E1_7",2.28044988256096,3.51437763658421
"V/DH12",1.75593410702331,2.29628822356002
"V/DU123_06",0.659267044818243,3.19321428008117
"V/DU151_02",1.23515246098778,3.42485376731261
"V/DU156_12",1.78604225534944,2.6185242520464
"V/DU172_17",-1.15856695554024,3.13377186448907
"V/DU422_1",0.641706635005851,4.85694501330464
"V/HT593_1",0.567878518541026,1.14224022692861
"V/JRCSF",1.49608659027017,1.24118473613409
"V/JRCSF_N156Q",-0.153988571560288,-0.715398452578898
"V/JRCSF_N186Q",1.64079309128998,0.580880736718615
"V/JRCSF_N197Q",0.147994998639023,-0.41583915911147
"V/JRCSF_N276Q",1.52937393520218,0.357967037289926
"V/JRCSF_N295Q",1.40338518701902,1.57805366889613
"V/JRCSF_N301Q",0.0326453958190138,-0.498184292264151
"V/JRCSF_N332Q",0.878164779506587,1.31161438021874
"V/JRCSF_N386Q",1.39175152164995,1.16237785641604
"V/JRCSF_N392Q",1.35020656857951,1.53635126844824
"V/JRCSF_N397Q",1.64355930527009,0.53005378116681
"V/JRCSF_N411Q",1.7221776375695,0.418078361781933
"V/JRCSF_N448Q",1.66853004220367,0.366859001528068
"V/JRCSF_N461Q",1.59741211693453,0.475691055882337
"V/JRFL",1.32229746438008,0.82979432990987
"V/JRFL_D197N",1.03877400383032,-0.28907150634355
"V/JRFL_E168K",1.22561659365839,0.260147561897199
"V/KO243_H6_3",2.36923322844684,3.64031310801621
"V/KO426_N276D",3.76981468363599,2.28327787101453
"V/KO426_S278R_N460D_N463D_G471S",3.37938619445738,2.47147571441679
"V/KO426_T78_10",4.73319277013024,2.44606643850435
"V/KO459_T68_4",2.94517402180113,2.99368386805174
"V/KO870_C2_10",2.8978718295439,3.79486268933806
"V/MW965_26",2.1238275260859,2.35856167852111
"V/QB099_391M_B1",1.64935326010255,2.36684313536264
"V/QB099_391M_C8",1.77957422054924,2.27733447188403
"V/QC406_70M_F3",1.59283960209819,2.30242769419581
"V/REJO4541_67",1.83670861924028,1.53814342528153
"V/RHPA4259_7",2.72284780475612,1.65880741208824
"V/SC05_8C11_2344",2.26748942780263,1.82926157272682
"V/SC422_8",1.45491517859823,1.39109837795922
"V/SC45_4B5_2631",1.26423774758488,0.670983855530507
"V/SO032_A2_8_1",3.31908014972323,3.07629407603011
"V/SO431_C1_1",3.77658227459209,1.78630854057942
"V/SO607_B6_9",5.04779289347432,2.22230268582541
"V/SS1196_1",1.6731822532251,2.2460560745556
"V/THRO4156",3.59343025499911,3.38333112437186
"V/TRJO4551_58",3.7345597414649,2.61024503010967
"V/TRO_11",2.70405100635354,1.33145569682193
"V/TV1_29",0.792035608816324,3.72966471956459
"V/TZA125_17",0.775184933147351,3.96165269813045
"V/TZBD_02",2.63216192275766,3.08457713025098
"V/V704_0026_231_RE_PBSGA001_S",3.06404814354081,3.3768672047673
"V/V704_0372_250_RE_PBLIB001_S",4.52588251722476,2.52198794242241
"V/V704_0445_180_RE_CON_S",1.79416602310609,3.61709182521582
"V/V704_0856_240_RE_PB001_S",3.3585661041977,2.72352167288703
"V/V704_0886_250_RE_P001S",3.78010292532229,3.46258151752536
"V/V704_0944_180_RE_CS",5.39239546476917,2.75874667063341
"V/V704_1528_240_RE_PBLIB_001_S",3.69681090664164,3.2274917380529
"V/V704_1783_150_RE_CS",3.88145101792984,3.13135919206414
"V/V704_2095_130_RE_CS",3.60423681194141,2.6421197859403
"V/V704_2555_240_RE_CON_S_VPUG",4.2132221458399,2.49094051233583
"V/V704_2834_210_RE_PB001_S",4.66367636953724,3.56811552153628
"V/V704_2834_210_RE_PB002_S",4.50136946785958,3.4629063967861
"V/V704_2839_140_RE_CS",5.10721862456865,3.65007459653274
"V/VA40774",5.44787391351598,2.88685139104541
"V/WITO4160_33",2.53463584822685,1.60279236971398
"V/X2278_C2_B6",1.74877701662637,2.4377652892781
"V/YU2",1.67178562551396,2.38955738228851
"V/ZA012_29",3.21405860562217,2.6335317198274
"V/ZM106_9",2.62233183030399,2.33437134052627
"V/ZM109_4",2.51560985642401,3.81187379853586
"V/ZM135_10A",4.59251291599932,3.9055864486813
"V/ZM197_7",2.05810877237472,2.63879855268073
"V/ZM214_15",3.7995728528695,2.27774117939758
"V/ZM215_8",3.52278804827948,2.30197270765551
"V/ZM233_6",1.75362229026899,4.26780735012564
"V/ZM246F",3.63816257522995,2.68982641591903
"V/ZM247_V1",2.27264614520297,3.03904493893252
"V/ZM249_1",2.70814254694252,3.52581766294168
"V/ZM53_12",2.77078963612755,3.71552179527515
"V/ZM55_28A",2.97471649001273,2.92346864032795
